True (T) or No Data (C);Year;Solar Longitude;Sol;Wind Speed m/sec;Wind Direction;Pressure mb;Temp F;Temp C
T;2;186.717;799.26;3;80;0;-138.46;-94.7
T;2;186.74;799.3;3.2;104;0;-112.45;-80.25
T;2;186.764;799.34;3.4;112;0;-90.83;-68.24
T;2;186.788;799.38;1.2;315;0;-67.81;-55.45
T;2;186.811;799.42;2.5;331;0;-75.03;-59.46
T;2;186.835;799.46;4.2;356;0;-74.56;-59.2
T;2;186.859;799.5;2.8;332;0;-69.11;-56.17
T;2;186.882;799.54;4.9;339;0;-58.11;-50.06
T;2;186.906;799.58;4.3;357;0;-50.4;-45.78
T;2;186.93;799.62;5;348;0;-52.4;-46.89
T;2;186.953;799.66;4.8;345;0;-63.53;-53.07
T;2;186.977;799.7;3.8;354;0;-81.83;-63.24
T;2;187.001;799.74;3.7;18;0;-100.44;-73.58
T;2;187.024;799.78;4.9;39;0;-105.68;-76.49
T;2;187.048;799.82;3.8;44;0;-116.41;-82.45
T;2;187.071;799.86;4.3;56;0;-118.89;-83.83
T;2;187.095;799.9;2.2;51;0;-124.1;-86.72
T;2;187.119;799.94;2.3;67;0;-127.17;-88.43
T;2;187.143;799.98;1.9;62;0;-130.97;-90.54
T;2;187.166;800.02;1.9;90;0;-130.54;-90.3
T;2;187.19;800.06;1.2;124;7.91;-127.98;-88.88
T;2;187.214;800.1;2.3;135;7.93;-127.53;-88.63
T;2;187.237;800.14;2.7;144;7.91;-131.76;-90.98
T;2;187.261;800.18;3;128;7.89;-133.42;-91.9
T;2;187.285;800.22;3.3;108;7.91;-140.1;-95.61
T;2;187.308;800.26;2.7;99;7.99;-135.4;-93
T;2;187.332;800.3;4.7;124;8.06;-110.25;-79.03
T;2;187.356;800.34;3.4;151;8.08;-82.5;-63.61
T;2;187.379;800.38;4.3;210;8.04;-69.74;-56.52
T;2;187.403;800.42;3.6;265;7.99;-76.7;-60.39
T;2;187.427;800.46;2.5;299;7.99;-75.91;-59.95
T;2;187.45;800.5;2.4;276;7.99;-66.26;-54.59
T;2;187.474;800.54;2.6;254;7.95;-41.33;-40.74
T;2;187.498;800.58;3.3;281;7.91;-52.53;-46.96
T;2;187.521;800.62;3.7;288;7.91;-41.31;-40.73
T;2;187.545;800.66;4;313;7.86;-58.04;-50.02
T;2;187.569;800.7;2.5;323;7.82;-74.34;-59.08
T;2;187.592;800.74;1.6;349;7.85;-102.8;-74.89
T;2;187.616;800.78;1.1;41;7.91;-108.78;-78.21
T;2;187.64;800.82;1.4;90;7.93;-111.73;-79.85
T;2;187.664;800.86;1.6;79;7.93;-119.15;-83.97
T;2;187.687;800.9;1.4;82;7.91;-124.55;-86.97
T;2;187.711;800.94;0.7;74;7.9;-127.3;-88.5
T;2;187.735;800.98;0.8;34;7.91;-128.15;-88.97
T;2;187.759;801.02;1;77;7.92;-132.92;-91.62
T;2;187.782;801.06;1.5;98;7.92;-134.57;-92.54
T;2;187.806;801.1;1.6;110;7.92;-135.45;-93.03
T;2;187.83;801.14;1.6;106;7.91;-132.3;-91.28
T;2;187.853;801.18;1.5;111;7.89;-137.83;-94.35
T;2;187.877;801.22;1.9;102;7.91;-143.93;-97.74
T;2;187.901;801.26;1.9;96;7.99;-139.99;-95.55
T;2;187.924;801.3;3;123;8.01;-108.2;-77.89
T;2;187.948;801.34;2.1;164;7.99;-83.88;-64.38
T;2;187.972;801.38;2.7;250;7.99;-76.65;-60.36
T;2;187.996;801.42;2.6;254;7.99;-74.96;-59.42
T;2;188.019;801.46;3.2;261;7.95;-75.73;-59.85
T;2;188.043;801.5;3.8;275;7.91;-72.11;-57.84
T;2;188.067;801.54;4.8;266;7.9;-58.59;-50.33
T;2;188.091;801.58;5.6;268;7.91;-52.2;-46.78
T;2;188.114;801.62;5.8;270;7.91;-52.31;-46.84
T;2;188.138;801.66;4.6;305;7.86;-59.01;-50.56
T;2;188.162;801.7;3.3;326;7.82;-82.64;-63.69
T;2;188.186;801.74;2;345;7.86;-103.2;-75.11
T;2;188.209;801.78;2.5;2;7.91;-108.65;-78.14
T;2;188.233;801.82;2.3;34;7.92;-116.36;-82.42
T;2;188.257;801.86;2.1;43;7.91;-120.39;-84.66
T;2;188.28;801.9;2.2;71;7.91;-125.64;-87.58
T;2;188.304;801.94;2.7;70;7.91;-127.53;-88.63
T;2;188.328;801.98;1.5;63;7.91;-131.37;-90.76
T;2;188.352;802.02;0.5;72;7.93;-134.18;-92.32
T;2;188.376;802.06;1.3;107;7.96;-133.06;-91.7
T;2;188.399;802.1;1.4;145;7.96;-130.61;-90.34
T;2;188.423;802.14;1.3;157;7.91;-132.63;-91.46
T;2;188.447;802.18;1.1;139;7.81;-132.02;-91.12
T;2;188.471;802.22;1.9;119;7.82;-138.78;-94.88
T;2;188.494;802.26;2.5;132;7.99;-134.36;-92.42
T;2;188.518;802.3;2.1;143;8.03;-107.34;-77.41
T;2;188.542;802.34;3.8;193;7.99;-83.42;-64.12
T;2;188.566;802.38;5.7;238;7.99;-85.99;-65.55
T;2;188.589;802.42;5.7;265;7.99;-81.36;-62.98
T;2;188.613;802.46;6.1;265;7.95;-79.91;-62.17
T;2;188.637;802.5;7.2;271;7.91;-70.2;-56.78
T;2;188.661;802.54;8;266;7.92;-58.77;-50.43
T;2;188.684;802.58;8.1;271;7.91;-53.32;-47.4
T;2;188.708;802.62;7.5;275;7.82;-55.93;-48.85
T;2;188.732;802.66;9.2;275;7.79;-63.87;-53.26
T;2;188.756;802.7;6.2;282;7.82;-78.65;-61.47
T;2;188.78;802.74;2.1;311;7.87;-104.51;-75.84
T;2;188.803;802.78;2.8;341;7.91;-110.18;-78.99
T;2;188.827;802.82;3.2;5;7.92;-118.84;-83.8
T;2;188.851;802.86;4.1;17;7.91;-121.59;-85.33
T;2;188.875;802.9;4.2;25;7.91;-126.78;-88.21
T;2;188.898;802.94;5.2;36;0;-127.41;-88.56
T;2;188.922;802.98;5;30;0;-132.75;-91.53
T;2;188.946;803.02;4.4;29;0;-135.47;-93.04
T;2;188.97;803.06;6.1;36;0;-138.55;-94.75
T;2;188.994;803.1;4.7;40;0;-140.94;-96.08
T;2;189.017;803.14;6.5;31;0;-143.25;-97.36
T;2;189.041;803.18;5.9;28;0;-144.99;-98.33
T;2;189.065;803.22;7.3;34;0;-147.3;-99.61
T;2;189.089;803.26;6.9;39;8.08;-145.44;-98.58
T;2;189.113;803.3;7.6;37;8.07;-131.98;-91.1
T;2;189.136;803.34;8.8;29;8.08;-112.97;-80.54
T;2;189.16;803.38;8.5;25;8.09;-96.81;-71.56
T;2;189.184;803.42;7.8;17;8.08;-90.29;-67.94
T;2;189.208;803.46;6.9;21;8.03;-87.86;-66.59
T;2;189.232;803.5;5.6;6;7.99;-75.42;-59.68
T;2;189.256;803.54;5.2;359;7.98;-61.94;-52.19
T;2;189.279;803.58;4.4;351;7.99;-57.01;-49.45
T;2;189.303;803.62;6.8;346;7.99;-62.07;-52.26
T;2;189.327;803.66;8.1;354;7.99;-75.39;-59.66
T;2;189.351;803.7;7.5;13;7.99;-93.14;-69.52
T;2;189.375;803.74;5.5;22;7.98;-109.89;-78.83
T;2;189.398;803.78;7.3;35;7.99;-115.1;-81.72
T;2;189.422;803.82;6.6;48;8.04;-118.84;-83.8
T;2;189.446;803.86;7.2;51;8.08;-123.29;-86.27
T;2;189.47;803.9;4.3;39;8.08;-126.13;-87.85
T;2;189.494;803.94;2.6;56;8.04;-128.51;-89.17
T;2;189.517;803.98;2.6;93;7.99;-131.4;-90.78
T;2;189.541;804.02;1.5;94;7.98;-138.39;-94.66
T;2;189.565;804.06;1.6;352;8;-143.39;-97.44
T;2;189.589;804.1;1.6;63;8.01;-141.95;-96.64
T;2;189.613;804.14;1.8;54;7.99;-141.72;-96.51
T;2;189.637;804.18;1.9;45;7.94;-143.36;-97.42
T;2;189.66;804.22;2.6;74;7.99;-143.45;-97.47
T;2;189.684;804.26;3.4;73;8.17;-140.66;-95.92
T;2;189.708;804.3;3.1;77;8.21;-125.93;-87.74
T;2;189.732;804.34;3.8;114;8.17;-92.6;-69.22
T;2;189.756;804.38;3.2;151;8.17;-74.76;-59.31
T;2;189.78;804.42;3;212;8.17;-63.36;-52.98
T;2;189.804;804.46;2.5;267;8.12;-77.73;-60.96
T;2;189.827;804.5;2.5;297;8.08;-70.31;-56.84
T;2;189.851;804.54;4.5;282;8.09;-60.72;-51.51
T;2;189.875;804.58;4;278;8.08;-58.23;-50.13
T;2;189.899;804.62;5;292;7.99;-57.37;-49.65
T;2;189.923;804.66;4.9;305;7.97;-65.67;-54.26
T;2;189.947;804.7;3.5;324;7.99;-83.47;-64.15
T;2;189.971;804.74;1.1;18;8;-106.92;-77.18
T;2;189.994;804.78;1;6;7.99;-112.61;-80.34
T;2;190.018;804.82;1.2;82;7.99;-111.24;-79.58
T;2;190.042;804.86;1;174;7.99;-111.59;-79.77
T;2;190.066;804.9;1.8;167;7.99;-118.07;-83.37
T;2;190.09;804.94;2.5;168;7.99;-121.02;-85.01
T;2;190.114;804.98;2.1;172;7.99;-124.96;-87.2
T;2;190.138;805.02;3;190;7.97;-128.63;-89.24
T;2;190.162;805.06;3.3;221;7.95;-132.93;-91.63
T;2;190.185;805.1;2.5;215;7.92;-131.06;-90.59
T;2;190.209;805.14;2;215;7.92;-135.11;-92.84
T;2;190.233;805.18;3;212;7.93;-137.6;-94.22
T;2;190.257;805.22;3.2;221;7.99;-136.46;-93.59
T;2;190.281;805.26;1.3;198;8.08;-133.15;-91.75
T;2;190.305;805.3;1.2;315;8.15;-120.06;-84.48
T;2;190.329;805.34;4;22;8.17;-107.59;-77.55
T;2;190.352;805.38;5.7;21;8.13;-96.45;-71.36
T;2;190.376;805.42;6.3;11;8.08;-88.29;-66.83
T;2;190.4;805.46;8.8;7;8.06;-80.79;-62.66
T;2;190.424;805.5;7.1;341;8.08;-79.78;-62.1
T;2;190.448;805.54;6.2;341;8.1;-67.11;-55.06
T;2;190.472;805.58;5.2;340;8.08;-63.47;-53.04
T;2;190.496;805.62;7.1;352;7.99;-66.89;-54.94
T;2;190.52;805.66;6.4;354;7.96;-75.87;-59.93
T;2;190.544;805.7;6.7;3;7.99;-94.65;-70.36
T;2;190.567;805.74;10.9;28;8.03;-107.46;-77.48
T;2;190.591;805.78;8.7;35;8.08;-111.93;-79.96
T;2;190.615;805.82;9.8;37;8.12;-122.04;-85.58
T;2;190.639;805.86;9.6;45;8.15;-125.75;-87.64
T;2;190.663;805.9;8.2;36;8.17;-130.34;-90.19
T;2;190.687;805.94;9.7;42;8.17;-134.18;-92.32
T;2;190.711;805.98;9.1;45;8.17;-137.96;-94.42
T;2;190.735;806.02;6;44;8.17;-139.76;-95.42
T;2;190.759;806.06;3.9;44;8.17;-142.96;-97.2
T;2;190.783;806.1;4.4;44;8.18;-144.44;-98.02
T;2;190.807;806.14;5.4;39;8.17;-146.34;-99.08
T;2;190.83;806.18;5.2;40;8.15;-150.09;-101.16
T;2;190.854;806.22;5;38;8.17;-150.52;-101.4
T;2;190.878;806.26;5.3;40;8.26;-147.82;-99.9
T;2;190.902;806.3;4.8;51;8.33;-136.19;-93.44
T;2;190.926;806.34;3.2;50;8.35;-118.91;-83.84
T;2;190.95;806.38;1.7;32;8.33;-97.71;-72.06
T;2;190.974;806.42;2.2;350;8.28;-89.93;-67.74
T;2;190.998;806.46;2.7;21;8.22;-87.74;-66.52
T;2;191.022;806.5;2.6;2;8.16;-76.79;-60.44
T;2;191.046;806.54;4.3;4;8.11;-64.5;-53.61
T;2;191.07;806.58;4.2;347;8.08;-60.47;-51.37
T;2;191.094;806.62;4.2;14;8.08;-63.6;-53.11
T;2;191.117;806.66;3.9;20;8.07;-75.57;-59.76
T;2;191.141;806.7;6.7;32;8.08;-93.66;-69.81
T;2;191.165;806.74;6.6;35;8.13;-110.34;-79.08
T;2;191.189;806.78;6.5;41;8.17;-115.56;-81.98
T;2;191.213;806.82;6.1;46;8.18;-118.8;-83.78
T;2;191.237;806.86;6.3;56;8.17;-125.07;-87.26
T;2;191.261;806.9;2.6;56;8.17;-131.73;-90.96
T;2;191.285;806.94;1.8;54;8.14;-131.76;-90.98
T;2;191.309;806.98;3.1;94;8.08;-135;-92.78
T;2;191.333;807.02;1.9;96;8.01;-136.88;-93.82
T;2;191.357;807.06;3.2;84;7.94;-140.6;-95.89
T;2;191.381;807.1;2.4;70;7.9;-142.64;-97.02
T;2;191.405;807.14;2.7;70;7.9;-143.99;-97.77
T;2;191.429;807.18;2.4;72;7.95;-143.9;-97.72
T;2;191.453;807.22;2.6;90;8.08;-145.21;-98.45
T;2;191.477;807.26;2.7;88;8.26;-142.22;-96.79
T;2;191.501;807.3;3;86;8.35;-132.56;-91.42
T;2;191.525;807.34;3.4;101;8.35;-112.43;-80.24
T;2;191.549;807.38;2.7;108;8.31;-85.99;-65.55
T;2;191.572;807.42;1.7;84;8.26;-70.56;-56.98
T;2;191.596;807.46;2.5;67;8.22;-81.92;-63.29
T;2;191.62;807.5;1.8;13;8.17;-69.12;-56.18
T;2;191.644;807.54;1.8;343;8.11;-58.25;-50.14
T;2;191.668;807.58;2.5;345;8.08;-54.69;-48.16
T;2;191.692;807.62;3.1;350;8.08;-59.93;-51.07
T;2;191.716;807.66;2.9;354;8.03;-74.11;-58.95
T;2;191.74;807.7;2;9;7.99;-91.82;-68.79
T;2;191.764;807.74;1.6;43;8.02;-108.44;-78.02
T;2;191.788;807.78;2.2;54;8.08;-113.91;-81.06
T;2;191.812;807.82;2;66;8.09;-119.96;-84.42
T;2;191.836;807.86;2.2;82;8.08;-125.55;-87.53
T;2;191.86;807.9;2.2;98;8.08;-127.03;-88.35
T;2;191.884;807.94;2.5;113;8.08;-125.01;-87.23
T;2;191.908;807.98;1.9;138;8.08;-125.72;-87.62
T;2;191.932;808.02;4;140;8.06;-128.42;-89.12
T;2;191.956;808.06;4.5;139;8.03;-133.94;-92.19
T;2;191.98;808.1;3.3;136;8;-134.45;-92.47
T;2;192.004;808.14;1.8;133;7.99;-139.67;-95.37
T;2;192.028;808.18;2;110;8.01;-140.39;-95.77
T;2;192.052;808.22;2.2;115;8.08;-144.67;-98.15
T;2;192.076;808.26;2.5;112;8.17;-139.85;-95.47
T;2;192.1;808.3;3.2;124;8.19;-124.19;-86.77
T;2;192.124;808.34;3.1;158;8.17;-95.89;-71.05
T;2;192.148;808.38;3.5;213;8.17;-82.19;-63.44
T;2;192.172;808.42;2.1;284;8.17;-84.93;-64.96
T;2;192.196;808.46;1.9;292;8.14;-74.76;-59.31
T;2;192.22;808.5;2;270;8.08;-70.29;-56.83
T;2;192.244;808.54;3.2;293;8.02;-59.94;-51.08
T;2;192.268;808.58;3.4;291;7.99;-52.92;-47.18
T;2;192.292;808.62;3.3;295;7.99;-55.7;-48.72
T;2;192.316;808.66;2.7;293;7.95;-64.41;-53.56
T;2;192.34;808.7;1.3;315;7.91;-84.59;-64.77
T;2;192.364;808.74;0.9;21;7.94;-107.19;-77.33
T;2;192.388;808.78;1.5;58;7.99;-111.57;-79.76
T;2;192.412;808.82;1.5;90;8;-118.97;-83.87
T;2;192.436;808.86;1.1;90;7.99;-121.68;-85.38
T;2;192.46;808.9;1.4;114;7.99;-124.13;-86.74
T;2;192.484;808.94;1.2;101;7.96;-125.61;-87.56
T;2;192.508;808.98;1.4;153;7.91;-125.5;-87.5
T;2;192.532;809.02;1.6;108;7.84;-129.71;-89.84
T;2;192.556;809.06;1.7;158;7.78;-132;-91.11
T;2;192.58;809.1;1.9;156;7.73;-133.98;-92.21
T;2;192.604;809.14;2;153;7.73;-137.04;-93.91
T;2;192.628;809.18;1.5;117;7.78;-139.74;-95.41
T;2;192.652;809.22;1.6;97;7.91;-151.01;-101.67
T;2;192.676;809.26;2.1;120;8.08;-146.49;-99.16
T;2;192.7;809.3;2.5;109;8.12;-115.22;-81.79
T;2;192.724;809.34;3;155;8.08;-97.15;-71.75
T;2;192.748;809.38;2;263;8.07;-87.38;-66.32
T;2;192.772;809.42;2.3;330;8.08;-83.04;-63.91
T;2;192.796;809.46;3;335;8.09;-83.97;-64.43
T;2;192.821;809.5;3.6;342;8.08;-73.88;-58.82
T;2;192.845;809.54;4.9;337;8.03;-59.89;-51.05
T;2;192.869;809.58;5.5;333;7.99;-56.65;-49.25
T;2;192.893;809.62;6.2;337;7.99;-60.57;-51.43
T;2;192.917;809.66;8;349;7.98;-73.59;-58.66
T;2;192.941;809.7;6.6;357;7.99;-92.47;-69.15
T;2;192.965;809.74;5.8;16;8.03;-108.45;-78.03
T;2;192.989;809.78;5.6;36;8.08;-115.85;-82.14
T;2;193.013;809.82;4.9;39;8.09;-121.94;-85.52
T;2;193.037;809.86;4.5;37;8.08;-126.11;-87.84
T;2;193.061;809.9;4;41;8.08;-132.05;-91.14
T;2;193.085;809.94;3.2;49;8.09;-132.27;-91.26
T;2;193.109;809.98;2.2;31;8.08;-135.99;-93.33
T;2;193.133;810.02;1.7;63;8.04;-138.37;-94.65
T;2;193.157;810.06;1.1;96;7.98;-133.42;-91.9
T;2;193.181;810.1;0.8;9;7.93;-140.55;-95.86
T;2;193.205;810.14;1.8;27;7.91;-147.14;-99.52
T;2;193.229;810.18;2.5;43;7.95;-145.46;-98.59
T;2;193.253;810.22;3.3;47;8.08;-145.98;-98.88
T;2;193.278;810.26;3.3;64;8.26;-143.46;-97.48
T;2;193.302;810.3;3.4;82;8.3;-132.5;-91.39
T;2;193.326;810.34;3.7;110;8.26;-96.3;-71.28
T;2;193.35;810.38;2.1;146;8.25;-77.94;-61.08
T;2;193.374;810.42;2.7;247;8.26;-84.98;-64.99
T;2;193.398;810.46;2.7;283;8.27;-83.4;-64.11
T;2;193.422;810.5;2.1;270;8.27;-71.81;-57.67
T;2;193.446;810.54;2.8;286;8.24;-65.45;-54.14
T;2;193.47;810.58;3.5;296;8.17;-58.7;-50.39
T;2;193.494;810.62;3.8;290;8.08;-61.87;-52.15
T;2;193.518;810.66;3.2;323;8.06;-70.6;-57
T;2;193.542;810.7;2.5;337;8.08;-89.77;-67.65
T;2;193.566;810.74;2.4;5;8.08;-110.4;-79.11
T;2;193.591;810.78;2.4;40;8.08;-116.18;-82.32
T;2;193.615;810.82;3.3;39;8.12;-123.27;-86.26
T;2;193.639;810.86;2.1;45;8.17;-127.43;-88.57
T;2;193.663;810.9;2.6;67;8.17;-131.42;-90.79
T;2;193.687;810.94;1.9;74;8.13;-134.93;-92.74
T;2;193.711;810.98;2;74;8.08;-137.76;-94.31
T;2;193.735;811.02;4.4;119;8.07;-136.71;-93.73
T;2;193.759;811.06;5.5;136;8.09;-138.24;-94.58
T;2;193.783;811.1;4.7;127;8.1;-139.07;-95.04
T;2;193.807;811.14;2.2;120;8.08;-141.52;-96.4
T;2;193.832;811.18;1.6;94;8.03;-146.27;-99.04
T;2;193.856;811.22;2.7;69;8.08;-149.91;-101.06
T;2;193.88;811.26;3.4;77;8.26;-143.86;-97.7
T;2;193.904;811.3;4.1;115;8.31;-134.88;-92.71
T;2;193.928;811.34;2.6;129;8.26;-104.96;-76.09
T;2;193.952;811.38;3;223;8.2;-77.15;-60.64
T;2;193.976;811.42;2.9;286;8.17;-89.03;-67.24
T;2;194;811.46;2.8;315;8.16;-87.59;-66.44
T;2;194.024;811.5;4.2;310;8.17;-77.87;-61.04
T;2;194.049;811.54;5.3;324;8.17;-63.22;-52.9
T;2;194.073;811.58;4.8;324;8.14;-57.87;-49.93
T;2;194.097;811.62;5.4;334;8.08;-60.38;-51.32
C;2;194.121;811.66;0;0;0;-459.67;-273.15
C;2;194.145;811.7;0;0;0;-459.67;-273.15
C;2;194.169;811.74;0;0;0;-459.67;-273.15
C;2;194.193;811.78;0;0;0;-459.67;-273.15
C;2;194.217;811.82;0;0;0;-459.67;-273.15
C;2;194.242;811.86;0;0;0;-459.67;-273.15
C;2;194.266;811.9;0;0;0;-459.67;-273.15
C;2;194.29;811.94;0;0;0;-459.67;-273.15
C;2;194.314;811.98;0;0;0;-459.67;-273.15
C;2;194.338;812.02;0;0;0;-459.67;-273.15
C;2;194.362;812.06;0;0;0;-459.67;-273.15
C;2;194.386;812.1;0;0;0;-459.67;-273.15
C;2;194.411;812.14;0;0;0;-459.67;-273.15
C;2;194.435;812.18;0;0;0;-459.67;-273.15
C;2;194.459;812.22;0;0;0;-459.67;-273.15
C;2;194.483;812.26;0;0;0;-459.67;-273.15
C;2;194.507;812.3;0;0;0;-459.67;-273.15
C;2;194.531;812.34;0;0;0;-459.67;-273.15
T;2;194.555;812.38;6.3;226;0;-89.1;-67.28
T;2;194.58;812.42;6.1;234;0;-84.66;-64.81
T;2;194.604;812.46;6;239;0;-81.29;-62.94
T;2;194.628;812.5;6.1;235;8.26;-72.31;-57.95
T;2;194.652;812.54;5.6;248;8.24;-61.4;-51.89
T;2;194.676;812.58;5.3;246;8.17;-56.63;-49.24
T;2;194.7;812.62;5.5;252;8.08;-58.59;-50.33
T;2;194.724;812.66;4.5;252;8.01;-65.6;-54.22
T;2;194.749;812.7;1.8;239;7.99;-83.47;-64.15
T;2;194.773;812.74;1.2;225;8.02;-102.64;-74.8
T;2;194.797;812.78;1.2;90;8.08;-107.9;-77.72
T;2;194.821;812.82;1.2;156;8.11;-112.41;-80.23
T;2;194.845;812.86;1.6;141;8.08;-114.81;-81.56
T;2;194.869;812.9;2.5;166;7.99;-119.76;-84.31
T;2;194.894;812.94;2.5;164;7.97;-120.3;-84.61
T;2;194.918;812.98;3;166;7.99;-126.6;-88.11
T;2;194.942;813.02;3.6;173;7.98;-128.61;-89.23
T;2;194.966;813.06;3.8;165;7.95;-131.37;-90.76
T;2;194.99;813.1;3;168;7.91;-132.25;-91.25
T;2;195.014;813.14;3.4;166;7.88;-136.19;-93.44
T;2;195.039;813.18;3.4;195;7.87;-138.68;-94.82
T;2;195.063;813.22;1.6;90;7.91;-143.5;-97.5
T;2;195.087;813.26;1.9;149;7.99;-135.94;-93.3
T;2;195.111;813.3;2;101;8.05;-115.89;-82.16
T;2;195.135;813.34;1.6;194;8.07;-92.72;-69.29
T;2;195.16;813.38;4.7;349;8.08;-95.35;-70.75
T;2;195.184;813.42;10.7;15;8.08;-95.4;-70.78
T;2;195.208;813.46;10.5;26;8.08;-94.72;-70.4
T;2;195.232;813.5;10.1;15;8.08;-84.59;-64.77
T;2;195.256;813.54;10.9;10;8.08;-77.57;-60.87
T;2;195.281;813.58;11.3;16;8.08;-72.62;-58.12
T;2;195.305;813.62;11;19;8.08;-78.75;-61.53
T;2;195.329;813.66;11.5;21;8.07;-91.41;-68.56
T;2;195.353;813.7;11.9;25;8.08;-107.45;-77.47
T;2;195.377;813.74;12.1;24;8.12;-116.68;-82.6
T;2;195.402;813.78;15.2;30;8.17;-119.67;-84.26
T;2;195.426;813.82;11.5;51;8.23;-126;-87.78
T;2;195.45;813.86;12.3;62;8.26;-129.39;-89.66
T;2;195.474;813.9;11;55;8.26;-133.13;-91.74
T;2;195.498;813.94;7.4;48;8.26;-136.34;-93.52
T;2;195.522;813.98;9.4;47;8.26;-139.88;-95.49
T;2;195.547;814.02;7;53;8.25;-141.02;-96.12
T;2;195.571;814.06;3;81;8.25;-141.97;-96.65
T;2;195.595;814.1;2.3;135;8.25;-138.66;-94.81
T;2;195.619;814.14;2.5;216;8.26;-143.37;-97.43
T;2;195.644;814.18;2;219;8.29;-139.86;-95.48
T;2;195.668;814.22;1.8;103;8.35;-146.16;-98.98
T;2;195.692;814.26;3.9;99;8.43;-146.49;-99.16
T;2;195.716;814.3;8.3;120;8.51;-137.85;-94.36
T;2;195.74;814.34;8.5;123;8.52;-123.29;-86.27
T;2;195.765;814.38;8;119;8.44;-108.47;-78.04
T;2;195.789;814.42;8.2;121;8.35;-89.34;-67.41
T;2;195.813;814.46;5.5;137;8.35;-75.95;-59.97
T;2;195.837;814.5;3.6;152;8.35;-63.94;-53.3
T;2;195.862;814.54;3.8;200;8.26;-56.33;-49.07
T;2;195.886;814.58;4.5;234;8.17;-59.6;-50.89
T;2;195.91;814.62;3.5;243;8.17;-64.32;-53.51
T;2;195.934;814.66;2;304;8.12;-74.31;-59.06
T;2;195.959;814.7;1.5;332;8.08;-92.88;-69.38
T;2;195.983;814.74;1.6;40;8.11;-110.52;-79.18
T;2;196.007;814.78;2.2;65;8.17;-116.64;-82.58
T;2;196.031;814.82;2.4;88;8.18;-121.85;-85.47
T;2;196.056;814.86;1.8;93;8.17;-124.96;-87.2
T;2;196.08;814.9;2.1;117;8.17;-121.52;-85.29
T;2;196.104;814.94;3.3;130;8.15;-125.32;-87.4
T;2;196.128;814.98;6.1;140;8.08;-128.04;-88.91
T;2;196.152;815.02;4;153;0;-127.53;-88.63
T;2;196.177;815.06;3.5;160;0;-132.72;-91.51
T;2;196.201;815.1;1.8;161;0;-135.11;-92.84
T;2;196.225;815.14;1.3;162;0;-134.84;-92.69
T;2;196.25;815.18;2;162;0;-135.22;-92.9
T;2;196.274;815.22;2.1;163;0;-138.5;-94.72
T;2;196.298;815.26;2.1;156;0;-135.04;-92.8
T;2;196.322;815.3;2;144;0;-122.66;-85.92
T;2;196.347;815.34;3.2;186;8.26;-102.41;-74.67
T;2;196.371;815.38;5.3;244;8.19;-102.05;-74.47
T;2;196.395;815.42;5;275;8.17;-92.09;-68.94
T;2;196.419;815.46;3.9;283;8.18;-86.96;-66.09
T;2;196.443;815.5;4.8;274;8.17;-76.2;-60.11
T;2;196.468;815.54;6.1;277;8.12;-63.89;-53.27
T;2;196.492;815.58;7.7;279;8.08;-63.87;-53.26
T;2;196.516;815.62;7.8;300;8.08;-66.69;-54.83
T;2;196.541;815.66;5.4;316;8.02;-78.25;-61.25
T;2;196.565;815.7;5.5;340;7.99;-96.79;-71.55
T;2;196.589;815.74;6.1;23;8.07;-112.27;-80.15
T;2;196.613;815.78;6.2;33;8.17;-117.69;-83.16
T;2;196.638;815.82;4.3;39;8.19;-123.92;-86.62
T;2;196.662;815.86;4.3;36;8.17;-125.59;-87.55
T;2;196.686;815.9;3.9;35;8.17;-131.8;-91
T;2;196.711;815.94;4.7;36;8.17;-136.23;-93.46
T;2;196.735;815.98;4.6;26;8.17;-140.89;-96.05
T;2;196.759;816.02;5.6;40;8.17;-140.4;-95.78
T;2;196.783;816.06;4.8;43;8.17;-144.62;-98.12
T;2;196.808;816.1;6.7;41;8.18;-146.33;-99.07
T;2;196.832;816.14;4.9;33;8.17;-147.28;-99.6
T;2;196.856;816.18;5.9;37;8.13;-147.51;-99.73
T;2;196.881;816.22;6.8;44;8.17;-151.29;-101.83
T;2;196.905;816.26;6.5;43;8.35;-150.03;-101.13
T;2;196.929;816.3;5.1;41;8.4;-136.64;-93.69
T;2;196.954;816.34;5;32;8.35;-116.28;-82.38
T;2;196.978;816.38;6.3;17;8.32;-100.88;-73.82
T;2;197.002;816.42;6.3;5;8.32;-93.62;-69.79
T;2;197.026;816.46;3.7;24;8.33;-93.12;-69.51
T;2;197.051;816.5;4.5;345;8.34;-85.81;-65.45
T;2;197.075;816.54;4.9;336;8.32;-69.36;-56.31
T;2;197.099;816.58;6;348;8.26;-66.78;-54.88
T;2;197.124;816.62;5.1;357;8.17;-71.99;-57.77
T;2;197.148;816.66;6.4;355;8.14;-83.69;-64.27
T;2;197.172;816.7;5.7;14;8.17;-99.99;-73.33
T;2;197.196;816.74;4.5;37;8.22;-115.78;-82.1
T;2;197.221;816.78;5.9;42;8.26;-120.62;-84.79
T;2;197.245;816.82;5.3;41;8.27;-127.7;-88.72
T;2;197.269;816.86;4.4;41;8.26;-130.47;-90.26
T;2;197.294;816.9;1.7;65;8.24;-137.47;-94.15
T;2;197.318;816.94;2.3;54;8.21;-137.97;-94.43
T;2;197.342;816.98;1.3;63;8.17;-140.84;-96.02
